Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,employment_status,collector_type_source,What is your favorite song? Please enter (1) the song name and (2) the corresponding artist name. Please use correct spelling.,,What is the primary feeling that your favorite song creates within you? Please enter only one feeling and use correct spelling.,Gender,Age,Major US Region,Device,Household Income
115111505623,439912229,06/01/2026 05:35:54 PM,06/01/2026 05:37:49 PM,,,,,1ae39ac495871cd7f00bd500fc,employed_full_time,smc,Immigrant song,Led Zeppelin ,Excitement ,male,60_above,middle_atlantic,android_mobile,100000_to_124999
115111505606,439912229,06/01/2026 05:37:19 PM,06/01/2026 05:37:46 PM,,,,,12500e74b6e696e66ae34de4bd,employed_full_time,smc,Dust to dust ,The warning ,Happy and joy ,male,45_to_60,west_north_central,android_mobile,50000_to_74999
115111505582,439912229,06/01/2026 05:36:46 PM,06/01/2026 05:37:43 PM,,,,,4e9ea2237861ed9d90a5bf431d,employed_full_time,smc,The Call of Ktulu,Metallica ,Strength,male,45_to_60,east_north_central,ios_mobile,150000_to_174999
115111505544,439912229,06/01/2026 05:37:11 PM,06/01/2026 05:37:40 PM,,,,,c84f57b239886b597f8a32172c,employed_full_time,smc,Wish you were here,Pink Floyd,Nostalgia ,male,45_to_60,west_south_central,ios_mobile,125000_to_149999
115111505525,439912229,06/01/2026 05:36:17 PM,06/01/2026 05:37:38 PM,,,,,8fc3d1b3004dbca7378348997a,employed_full_time,smc,Little guitars ,Van Halen,Makes me happy ,male,45_to_60,pacific,ios_mobile,75000_to_99999
115111505520,439912229,06/01/2026 05:36:37 PM,06/01/2026 05:37:38 PM,,,,,f83b638b08020244a11609e16c,employed_full_time,smc,Seasons in the Abyss ,Slayer,Energy ,male,60_above,west_north_central,android_mobile,50000_to_74999
115111505509,439912229,06/01/2026 05:37:09 PM,06/01/2026 05:37:36 PM,,,,,baac4cf2d303a8f1def8437a58,employed_full_time,smc,Thriller,Michael Jackson ,Want to dance,male,45_to_60,east_north_central,android_mobile,50000_to_74999
115111505448,439912229,06/01/2026 05:36:45 PM,06/01/2026 05:37:31 PM,,,,,f398adcca94810fd9309207c02,employed_full_time,smc,Welcome to the jungle ,Guns & Roses ,Energy ,male,45_to_60,south_atlantic,ios_mobile,100000_to_124999
115111505417,439912229,06/01/2026 05:36:31 PM,06/01/2026 05:37:28 PM,,,,,f141ce3d906e82fea958c3354d,employed_full_time,smc,Arlington,Trace Adkins,Make me happy ,male,45_to_60,south_atlantic,android_mobile,0_to_9999
115111505408,439912229,06/01/2026 05:36:18 PM,06/01/2026 05:37:27 PM,,,,,75f2a0f9b2e03072a8b1641d3c,employed_full_time,smc,Don't ,Know,Noise,male,45_to_60,new_england,android_mobile,25000_to_49999
115111505391,439912229,06/01/2026 05:36:49 PM,06/01/2026 05:37:26 PM,,,,,399d378ce1635010b03de2d7e5,employed_full_time,smc,Kashmir,Led Zeppelin,It has always motivated me to be my best.,male,45_to_60,east_north_central,pc_windows,125000_to_149999
115111505379,439912229,06/01/2026 05:36:44 PM,06/01/2026 05:37:26 PM,,,,,12e8dda9ed7b9d0352203096ad,employed_full_time,smc,Mr krinkle,Primus,Excitement,male,45_to_60,east_north_central,android_mobile,50000_to_74999
115111505373,439912229,06/01/2026 05:36:58 PM,06/01/2026 05:37:25 PM,,,,,e0dad0f398fc98b49fbb96e362,employed_full_time,smc,J,Check ,Live,male,45_to_60,south_atlantic,android_mobile,0_to_9999
115111505315,439912229,06/01/2026 05:36:42 PM,06/01/2026 05:37:19 PM,,,,,896bd538b4c98a92a1517962c5,employed_full_time,smc,Michael Jackson ,Beat it,Free spirit,male,45_to_60,south_atlantic,android_mobile,50000_to_74999
115111505273,439912229,06/01/2026 05:35:56 PM,06/01/2026 05:37:15 PM,,,,,852e56439cf34d071125592cc8,employed_full_time,smc,This Hard Land,Bruce Springsteen youth,"Youth, work, family business, togetherness ",male,45_to_60,middle_atlantic,ios_mobile,200000_and_up
115111505221,439912229,06/01/2026 05:34:36 PM,06/01/2026 05:37:11 PM,,,,,3d4036ec937841b75a46bdca5f,employed_full_time,smc,Something about you,Level 42,Joy,male,45_to_60,west_north_central,ios_mobile,50000_to_74999
115111505211,439912229,06/01/2026 05:36:36 PM,06/01/2026 05:37:11 PM,,,,,c3150ee8596b2c68545cedac3b,employed_full_time,smc,Wonderwall,Oasis,Youth,male,45_to_60,middle_atlantic,ios_mobile,75000_to_99999
115111505058,439912229,06/01/2026 05:35:22 PM,06/01/2026 05:36:53 PM,,,,,ad833a977676c7602a7e5a8b2a,employed_full_time,smc,Comfortably Numb,Pink Floyd ,Relaxation ,male,45_to_60,middle_atlantic,android_mobile,75000_to_99999
115111505015,439912229,06/01/2026 05:36:09 PM,06/01/2026 05:36:47 PM,,,,,e70c1f1bf40c1fc047c571f1cb,employed_full_time,smc,Turn the lights back on,Billy joel,Makes me hopeful,male,45_to_60,middle_atlantic,ios_mobile,75000_to_99999
115111505007,439912229,06/01/2026 05:36:09 PM,06/01/2026 05:36:46 PM,,,,,124078038035536c55107c5b95,employed_full_time,smc,Operator,Jim Croce,just happy,male,45_to_60,east_north_central,pc_windows,50000_to_74999
115111504967,439912229,06/01/2026 05:35:53 PM,06/01/2026 05:36:44 PM,,,,,bea8097e0e4c2c9afefd9e93f4,employed_full_time,smc,Simple Man ,Lynard Skynard ,How good the simple life is.,male,60_above,west_south_central,android_mobile,50000_to_74999
115111504950,439912229,06/01/2026 05:35:57 PM,06/01/2026 05:36:43 PM,,,,,ddfb9182ae63471c0083f60432,employed_full_time,smc,California love ,Tupac ,Just a chill vibe ,male,45_to_60,middle_atlantic,android_mobile,25000_to_49999
115111504858,439912229,06/01/2026 05:35:40 PM,06/01/2026 05:36:32 PM,,,,,8e0d4d365ecc619da6e3b03d42,employed_full_time,smc,Jungleland,Bruce Springsteen,Overpowering,male,60_above,middle_atlantic,pc_mac,75000_to_99999
115111504786,439912229,06/01/2026 05:35:30 PM,06/01/2026 05:36:25 PM,,,,,e22486325531a084040e1a148a,employed_full_time,smc,Nothing else matters ,Mettalica,Happy ,male,45_to_60,east_south_central,ios_mobile,25000_to_49999
115111504781,439912229,06/01/2026 05:35:21 PM,06/01/2026 05:36:24 PM,,,,,814461ee63851048c4ba8e94bf,employed_full_time,smc,Naive melody ,Talking heads ,Comfy,male,45_to_60,south_atlantic,ios_mobile,50000_to_74999
115111504735,439912229,06/01/2026 05:34:40 PM,06/01/2026 05:36:21 PM,,,,,cd330a09ca29532e1c88b5ce97,employed_full_time,smc,Aloha ke Akua,Nahko and Medicine for the People,Hopeful,male,60_above,west_north_central,android_mobile,25000_to_49999
115111504709,439912229,06/01/2026 05:35:31 PM,06/01/2026 05:36:19 PM,,,,,f79124dc5158e40fe5d6146d85,employed_full_time,smc,Here Comes the Sun,The Beatles,Optimism,male,60_above,west_south_central,pc_windows,125000_to_149999
115111504683,439912229,06/01/2026 05:35:25 PM,06/01/2026 05:36:16 PM,,,,,6f15b108558ecc054db35e9441,employed_full_time,smc,Lay it on the line,Triumph,Awesome,male,45_to_60,east_north_central,ios_mobile,100000_to_124999
115111504482,439912229,06/01/2026 05:35:02 PM,06/01/2026 05:35:58 PM,,,,,105aa955a9652eb6d08358f097,employed_full_time,smc,Aenema,Tool ,Shock and awe,male,45_to_60,middle_atlantic,android_mobile,75000_to_99999
115111504276,439912229,06/01/2026 05:34:42 PM,06/01/2026 05:35:40 PM,,,,,7383193c90cb272efd0a1a27c6,employed_full_time,smc,Royals,Lorde,Happy,male,45_to_60,mountain,ios_mobile,75000_to_99999
115111504075,439912229,06/01/2026 05:34:19 PM,06/01/2026 05:35:19 PM,,,,,c10af8336d1024e3bebc7839b8,employed_full_time,smc,Shallow,Lady Gaga,melancholy,male,45_to_60,east_north_central,pc_mac,175000_to_199999
115111503875,439912229,06/01/2026 05:33:28 PM,06/01/2026 05:34:59 PM,,,,,c96909e754d0bbc90002638ce5,employed_full_time,smc,Don’t You Give Up On Me,Lissie,This is a very good song with great musical tune supporting the lyrics.,male,60_above,south_atlantic,pc_mac,200000_and_up
115111503830,439912229,06/01/2026 05:31:51 PM,06/01/2026 05:34:54 PM,,,,,dadccc3e5a1175c2e6e4ab7e3a,employed_full_time,smc,If your gone ,Matchbox Twenty,Happiest ,male,45_to_60,east_south_central,ios_mobile,50000_to_74999
115111503671,439912229,06/01/2026 05:33:51 PM,06/01/2026 05:34:39 PM,,,,,d77d236fa14916fb6a6c3df5d4,employed_full_time,smc,Subdivisions,RUSH,Memories of growing up in the suburbs,male,60_above,south_atlantic,pc_windows,25000_to_49999
115111503665,439912229,06/01/2026 05:33:16 PM,06/01/2026 05:34:38 PM,,,,,33a266cc369d9f121fa04e95fb,employed_full_time,smc,total eclipse of the heart,Bonnie Tyler,Nostalgia,male,45_to_60,west_south_central,pc_mac,50000_to_74999
115111503658,439912229,06/01/2026 05:33:07 PM,06/01/2026 05:34:36 PM,,,,,e47656ef680b6c64a321848800,employed_full_time,smc,We are the world ,Michael Jackson ,Tenderness,male,45_to_60,middle_atlantic,ios_mobile,0_to_9999
115111503627,439912229,06/01/2026 05:33:40 PM,06/01/2026 05:34:34 PM,,,,,c2479b5d88cdcc2d987213d3aa,employed_full_time,smc,I can only imagine ,Mercy me,Peace,male,45_to_60,east_north_central,ios_mobile,100000_to_124999
115111503633,439912229,06/01/2026 05:33:51 PM,06/01/2026 05:34:33 PM,,,,,01c8075163e19a9ea976ce59de,employed_full_time,smc,Just the way you are ,Billy Joel,Nostalgia,male,60_above,south_atlantic,android_mobile,150000_to_174999
115111503384,439912229,06/01/2026 05:33:13 PM,06/01/2026 05:34:10 PM,,,,,4adffcf06e5cbc37a7bb935e45,employed_full_time,smc,My Sacrifice,Creed,It gets me pumped up and want to make me rock out. ,male,45_to_60,middle_atlantic,pc_windows,100000_to_124999
115111503297,439912229,06/01/2026 05:33:25 PM,06/01/2026 05:33:53 PM,,,,,01b4830669323bb8c6489049c8,employed_full_time,smc,Peg,Steely Dan ,Nostalgic ,male,45_to_60,mountain,android_mobile,25000_to_49999
115111503209,439912229,06/01/2026 05:32:40 PM,06/01/2026 05:33:43 PM,,,,,d757ad0a8ce22924ef44e13784,employed_full_time,smc,Thunderstruck ,AC/DC,Upbeat ,male,45_to_60,west_north_central,ios_mobile,125000_to_149999
115111503207,439912229,06/01/2026 05:31:06 PM,06/01/2026 05:33:42 PM,,,,,49555f5a7c317883def0fdc7dd,employed_full_time,smc,stairway to heaven,led zepplin,it is a masterpiece that will never be duplicated,male,45_to_60,east_north_central,pc_windows,50000_to_74999
115111503060,439912229,06/01/2026 05:32:46 PM,06/01/2026 05:33:27 PM,,,,,757ffb65fde260fec5055febf9,employed_full_time,smc,Master of Puppets ,Metallica ,Energized,male,45_to_60,east_north_central,android_mobile,175000_to_199999
115111503009,439912229,06/01/2026 05:31:55 PM,06/01/2026 05:33:20 PM,,,,,26cce6e160bce57b09783211e5,employed_full_time,smc,Kryptonite ,Three Doors Down,Energized,male,45_to_60,pacific,android_mobile,200000_and_up
115111503004,439912229,06/01/2026 05:32:35 PM,06/01/2026 05:33:20 PM,,,,,3c3efa754f01589efc8b42c440,employed_full_time,smc,Thriller,Michael Jackson,Happy,male,45_to_60,mountain,ios_mobile,50000_to_74999
115111502956,439912229,06/01/2026 05:32:35 PM,06/01/2026 05:33:18 PM,,,,,17436d049a7c31954b238a2569,employed_full_time,smc,Neon moon ,Brooks and dunn,Happy ,male,45_to_60,west_south_central,ios_mobile,50000_to_74999
115111502860,439912229,06/01/2026 05:32:07 PM,06/01/2026 05:33:16 PM,,,,,dbc315085cfd7a018174d73da8,employed_full_time,smc,Stairway to heaven ,Led Zeppelin ,Makes me feel youo,male,60_above,south_atlantic,ios_mobile,200000_and_up
115111502636,439912229,06/01/2026 05:31:38 PM,06/01/2026 05:32:41 PM,,,,,2c7847445c4a26b6916beb42b0,employed_full_time,smc,Follow,Imagine Dragons,Feel good and not alone,male,45_to_60,south_atlantic,ios_mobile,50000_to_74999
115111502608,439912229,06/01/2026 05:32:09 PM,06/01/2026 05:32:38 PM,,,,,5e69e60a44fdaa8d1ea22971b8,employed_full_time,smc,Us and them,Pink floyd,Powerful,male,45_to_60,mountain,ios_mobile,100000_to_124999
115111502586,439912229,06/01/2026 05:31:30 PM,06/01/2026 05:32:36 PM,,,,,99e1bb9799318b7bcfdf26ccb9,employed_full_time,smc,For the love of you ,Ronald Isley ,Love ,male,60_above,east_north_central,android_mobile,50000_to_74999
115111502596,439912229,06/01/2026 05:30:50 PM,06/01/2026 05:32:35 PM,,,,,34313e2cc36557c9d75ed6ea62,employed_full_time,smc,Fake It,Seether ,Contented ,male,45_to_60,south_atlantic,android_mobile,50000_to_74999
115111502408,439912229,06/01/2026 05:29:39 PM,06/01/2026 05:32:17 PM,,,,,93255acb36eb3c7bcaa1cff443,employed_full_time,smc,Walk Like An Egyptian,The Bangles,Takes me back to high school years and the fun times I had!,female,60_above,pacific,ios_mobile,50000_to_74999
115111502320,439912229,06/01/2026 05:31:17 PM,06/01/2026 05:32:11 PM,,,,,0e4feceb88036f6ab5b516313d,employed_full_time,smc,The Voice ,Celtics Women ,Joy,male,45_to_60,pacific,android_mobile,75000_to_99999
115111502317,439912229,06/01/2026 05:30:50 PM,06/01/2026 05:32:11 PM,,,,,4f1bfc3ddaaffc9f55ab4f1701,employed_full_time,smc,Breath,Everncesense ,Hope and sense of energy,male,45_to_60,mountain,android_mobile,100000_to_124999
115111502271,439912229,06/01/2026 05:31:23 PM,06/01/2026 05:32:00 PM,,,,,8d5781a5f16cf039cbcd9c7903,employed_full_time,smc,Mannish Boy,Muddy Waters ,Blues,male,45_to_60,east_north_central,android_mobile,10000_to_24999
115111502121,439912229,06/01/2026 05:30:30 PM,06/01/2026 05:31:46 PM,,,,,b9a2fdd08034173383791174ed,employed_full_time,smc,yes,good,yes,female,30_to_44,east_north_central,android_mobile,175000_to_199999
115111502077,439912229,06/01/2026 05:30:31 PM,06/01/2026 05:31:40 PM,,,,,59fd979dacb0bda23963711b69,employed_full_time,smc,Every Chance I get,Dj khaled,It gives me joy ,male,45_to_60,middle_atlantic,android_mobile,150000_to_174999
115111502024,439912229,06/01/2026 05:30:42 PM,06/01/2026 05:31:34 PM,,,,,983d854a85a1137aee78d5aed8,employed_full_time,smc,Fucking Determined ,Mudvayne,My mom told me that I couldn’t survive without her ,male,45_to_60,mountain,ios_mobile,175000_to_199999
115111501997,439912229,06/01/2026 05:30:28 PM,06/01/2026 05:31:31 PM,,,,,a6a6128c7088f7ebf2dbb98641,employed_full_time,smc,Enchanted,Taylor Swift,Comfort,female,30_to_44,east_north_central,android_mobile,150000_to_174999
115111501984,439912229,06/01/2026 05:31:14 PM,06/01/2026 05:31:30 PM,,,,,c0ac6dbdfebfa55d39574c07f8,employed_full_time,smc,NA,Na,NA,female,30_to_44,new_england,android_mobile,100000_to_124999
115111501948,439912229,06/01/2026 05:30:27 PM,06/01/2026 05:31:24 PM,,,,,7e9110faf6f0b9117e205a6289,employed_full_time,smc,Walk in My Shoes,Depeche Mode,Strength,male,45_to_60,mountain,ios_mobile,75000_to_99999
115111501905,439912229,06/01/2026 05:30:53 PM,06/01/2026 05:31:19 PM,,,,,5443dfc18cb52bd49e8f7638f2,employed_full_time,smc,Iron man,Black sabbath ,Joy,male,45_to_60,east_north_central,android_mobile,150000_to_174999
115111501731,439912229,06/01/2026 05:30:32 PM,06/01/2026 05:31:00 PM,,,,,87d505b8e2dd91b069091c17bd,employed_full_time,smc,Red Guitar,Kris Allen,Warmth,female,30_to_44,east_north_central,ios_mobile,50000_to_74999
115111501640,439912229,06/01/2026 05:30:06 PM,06/01/2026 05:30:49 PM,,,,,9c1c081d2d21d1297be563520a,,smc,Magic Power,Triumph,It takes me on a musical journey,,,,android_mobile,no_answer
115109713245,439881934,05/29/2026 01:27:15 AM,05/29/2026 01:28:06 AM,,,,,c122735b0a31b11fdfdde15ddd,employed_full_time,smc,Make itva better place,Michael jackson,peace,female,30_to_44,east_north_central,android_mobile,100000_to_124999
115109707981,439881934,05/29/2026 01:01:19 AM,05/29/2026 01:04:17 AM,,,,,0a435479c87dba224853882389,employed_full_time,smc,perfect,ed shareen,calm,female,30_to_44,pacific,android_mobile,125000_to_149999
115109701763,439881934,05/29/2026 12:35:27 AM,05/29/2026 12:36:44 AM,,,,,eae5211030586c47ed203db5e1,employed_full_time,smc,Pop,Laura pausini,Not sure,female,30_to_44,new_england,ios_mobile,0_to_9999
115109695931,439881934,05/29/2026 12:09:42 AM,05/29/2026 12:10:53 AM,,,,,313d937fc4952ed4412b708f0b,employed_full_time,smc,Celibate Now,Girl in a Coma,Euphoria,female,30_to_44,east_south_central,ios_mobile,25000_to_49999
115109681507,439881934,05/28/2026 11:09:29 PM,05/28/2026 11:10:36 PM,,,,,5f4657e9ea4d458824940f47e7,employed_full_time,smc,Man in the mirror,Michael Jackson,The song inspires me to be better and thankful for what I have.,female,45_to_60,mountain,ios_mobile,50000_to_74999
115109679963,439881934,05/28/2026 11:04:15 PM,05/28/2026 11:05:17 PM,,,,,817e1493bee44465f961451704,employed_full_time,smc,david,mike,very good,male,45_to_60,pacific,android_mobile,125000_to_149999
115109679683,439881934,05/28/2026 11:04:16 PM,05/28/2026 11:04:34 PM,,,,,00e35a314f139ec0085800e79b,employed_full_time,smc,good,good,g,male,45_to_60,pacific,android_mobile,175000_to_199999
115109679543,439881934,05/28/2026 11:02:02 PM,05/28/2026 11:04:11 PM,,,,,2d5851ea703e4828ddf5a80436,employed_full_time,smc,Blame it on Me,Morgan Wallen,Good vibes,female,45_to_60,pacific,ios_mobile,175000_to_199999
115109674835,439881934,05/28/2026 10:44:55 PM,05/28/2026 10:45:51 PM,,,,,421dff6c8b32ea5ceda3c7acb8,employed_full_time,smc,One Dance,Drake,amazing,female,45_to_60,pacific,android_mobile,150000_to_174999
115109674836,439881934,05/28/2026 10:44:55 PM,05/28/2026 10:45:51 PM,,,,,9fe17377372bcf1f113d142255,employed_full_time,smc,It's My Life,Bon Jovi,Strength,female,60_above,west_north_central,android_mobile,75000_to_99999
115109674719,439881934,05/28/2026 10:44:53 PM,05/28/2026 10:45:47 PM,,,,,220790a4a3c0feee10dc8e448b,employed_full_time,smc,Piece,drake,good,female,45_to_60,middle_atlantic,android_mobile,150000_to_174999
115109673860,439881934,05/28/2026 10:40:07 PM,05/28/2026 10:42:01 PM,,,,,21624e70857decf6a9896cc478,employed_full_time,smc,Cassidy,Grateful Dead,Peace and tranquility,male,60_above,south_atlantic,ios_mobile,25000_to_49999
115109673840,439881934,05/28/2026 10:40:19 PM,05/28/2026 10:41:56 PM,,,,,fa5ef420a43da1d155b7ea5c74,employed_full_time,smc,Shpe of you,Ed sheeran,Happy,male,45_to_60,south_atlantic,android_mobile,125000_to_149999
115109673495,439881934,05/28/2026 10:40:02 PM,05/28/2026 10:40:32 PM,,,,,63c9488023dd68d0adf1796d01,employed_full_time,smc,The end,The doors,Nostalgia,male,45_to_60,middle_atlantic,ios_mobile,175000_to_199999
115109671496,439881934,05/28/2026 10:32:14 PM,05/28/2026 10:33:12 PM,,,,,44f1c0a63364c4e2ef948ea459,employed_full_time,smc,Lengardry,Ed sheram,good,male,45_to_60,pacific,android_mobile,150000_to_174999
115109670150,439881934,05/28/2026 10:28:17 PM,05/28/2026 10:29:14 PM,,,,,8b1f58881bec2f0fefc9437883,employed_full_time,smc,thunder,imagine dragons,power,female,45_to_60,west_north_central,android_mobile,100000_to_124999
115109670111,439881934,05/28/2026 10:28:31 PM,05/28/2026 10:29:08 PM,,,,,ee89a69f457d333c7f70785cea,employed_full_time,smc,one love,bob marly,nice,female,45_to_60,middle_atlantic,android_mobile,75000_to_99999
115109668028,439881934,05/28/2026 10:04:11 PM,05/28/2026 10:22:13 PM,,,,,16c8c82312c8f3218ce0dd2fb3,employed_full_time,smc,Had enough,Breaking Benjamin,Reheat,male,18_to_29,west_north_central,android_mobile,25000_to_49999
115109667485,439881934,05/28/2026 10:14:48 PM,05/28/2026 10:20:11 PM,,,,,1da3113ea404459852e3dc9b9b,employed_full_time,smc,Dancing with the stars,Jeffie stave,Having the best time and having fun,female,45_to_60,pacific,ios_mobile,150000_to_174999
115109666302,439881934,05/28/2026 10:14:37 PM,05/28/2026 10:15:59 PM,,,,,ceaa37ff70d1565ff4049de5cc,employed_full_time,smc,What do I have to do,Stabbing westward,Understanding,female,45_to_60,west_north_central,ios_mobile,100000_to_124999
115109665352,439881934,05/28/2026 10:11:36 PM,05/28/2026 10:12:26 PM,,,,,bc457dc642465f792cd5e122de,employed_full_time,smc,me,you,yez,male,45_to_60,pacific,android_mobile,175000_to_199999
115109664850,439881934,05/28/2026 10:08:39 PM,05/28/2026 10:10:49 PM,,,,,dff80703016a2cb512a4cec139,employed_full_time,smc,Mountains,Prince,Serenity,male,45_to_60,south_atlantic,ios_mobile,100000_to_124999
115109664388,439881934,05/28/2026 10:08:29 PM,05/28/2026 10:09:14 PM,,,,,7330319a023958ecfcbce35fa0,employed_full_time,smc,Wind beneath my wings,Bette milder,It makes feel inspired and motivated to be my best,male,45_to_60,south_atlantic,ios_mobile,50000_to_74999
115109664198,439881934,05/28/2026 10:04:32 PM,05/28/2026 10:08:34 PM,,,,,66e5cd34b5b5ff7d57a72c61bd,employed_full_time,smc,Lonely Boy,The Black Keys,Upbeat,male,30_to_44,west_north_central,pc_windows,25000_to_49999
115109663718,439881934,05/28/2026 10:03:50 PM,05/28/2026 10:07:11 PM,,,,,5ac836026c31d1cc888daf3782,employed_full_time,smc,Move Bitch,Ludacris,Rage,male,30_to_44,west_south_central,android_mobile,10000_to_24999
